C:\Users\shrik\Downloads\trainingData\IMG\center_2022_11_16_16_34_21_947.jpg, C:\Users\shrik\Downloads\trainingData\IMG\left_2022_11_16_16_34_21_947.jpg, C:\Users\shrik\Downloads\trainingData\IMG\right_2022_11_16_16_34_21_947.jpg, 0, 0, 0, 7.837322E-05
C:\Users\shrik\Downloads\trainingData\IMG\center_2022_11_16_16_34_22_072.jpg, C:\Users\shrik\Downloads\trainingData\IMG\left_2022_11_16_16_34_22_072.jpg, C:\Users\shrik\Downloads\trainingData\IMG\right_2022_11_16_16_34_22_072.jpg, 0, 0, 0, 8.130369E-05
C:\Users\shrik\Downloads\trainingData\IMG\center_2022_11_16_16_34_22_173.jpg, C:\Users\shrik\Downloads\trainingData\IMG\left_2022_11_16_16_34_22_173.jpg, C:\Users\shrik\Downloads\trainingData\IMG\right_2022_11_16_16_34_22_173.jpg, 0, 0, 0, 7.791601E-05
C:\Users\shrik\Downloads\trainingData\IMG\center_2022_11_16_16_34_22_280.jpg, C:\Users\shrik\Downloads\trainingData\IMG\left_2022_11_16_16_34_22_280.jpg, C:\Users\shrik\Downloads\trainingData\IMG\right_2022_11_16_16_34_22_280.jpg, 0, 0, 0, 7.932973E-05
C:\Users\shrik\Downloads\trainingData\IMG\center_2022_11_16_16_34_22_402.jpg, C:\Users\shrik\Downloads\trainingData\IMG\left_2022_11_16_16_34_22_402.jpg, C:\Users\shrik\Downloads\trainingData\IMG\right_2022_11_16_16_34_22_402.jpg, 0, 0, 0, 7.850339E-05
C:\Users\shrik\Downloads\trainingData\IMG\center_2022_11_16_16_34_22_526.jpg, C:\Users\shrik\Downloads\trainingData\IMG\left_2022_11_16_16_34_22_526.jpg, C:\Users\shrik\Downloads\trainingData\IMG\right_2022_11_16_16_34_22_526.jpg, 0, 0, 0, 7.915803E-05
C:\Users\shrik\Downloads\trainingData\IMG\center_2022_11_16_16_34_22_627.jpg, C:\Users\shrik\Downloads\trainingData\IMG\left_2022_11_16_16_34_22_627.jpg, C:\Users\shrik\Downloads\trainingData\IMG\right_2022_11_16_16_34_22_627.jpg, 0, 0, 0, 8.18504E-05
C:\Users\shrik\Downloads\trainingData\IMG\center_2022_11_16_16_34_22_768.jpg, C:\Users\shrik\Downloads\trainingData\IMG\left_2022_11_16_16_34_22_768.jpg, C:\Users\shrik\Downloads\trainingData\IMG\right_2022_11_16_16_34_22_768.jpg, 0, 0.2592825, 0, 0.1884924
C:\Users\shrik\Downloads\trainingData\IMG\center_2022_11_16_16_34_22_871.jpg, C:\Users\shrik\Downloads\trainingData\IMG\left_2022_11_16_16_34_22_871.jpg, C:\Users\shrik\Downloads\trainingData\IMG\right_2022_11_16_16_34_22_871.jpg, 0, 0.5645856, 0, 0.7752797
C:\Users\shrik\Downloads\trainingData\IMG\center_2022_11_16_16_34_22_976.jpg, C:\Users\shrik\Downloads\trainingData\IMG\left_2022_11_16_16_34_22_976.jpg, C:\Users\shrik\Downloads\trainingData\IMG\right_2022_11_16_16_34_22_976.jpg, 0, 0.8812068, 0, 1.740568
